drugbank_id	gene	gene_name	HGNC	drug_name	drug_type	action	simplified_action	known_action	taxid
DB03381	DBI	Acyl-CoA-binding protein	HGNC:2690	Hexadecanal	small molecule		other	unknown	9606
DB03381	RHO	Rhodopsin	HGNC:10012	Hexadecanal	small molecule		other	unknown	9606
DB03382	PREP	Prolyl endopeptidase	HGNC:9358	S-oxy-L-cysteine	small molecule		other	unknown	9606
DB03382	SOD1	Superoxide dismutase [Cu-Zn]	HGNC:11179	S-oxy-L-cysteine	small molecule		other	unknown	9606
DB03383	PYGM	Glycogen phosphorylase, muscle form	HGNC:9726	5-Chloro-1h-Indole-2-Carboxylic Acid [1-(4-Fluorobenzyl)-2-(4-Hydroxypiperidin-1yl)-2-Oxoethyl]Amide	small molecule		other	unknown	9606
DB03384	CASP7	Caspase-7	HGNC:1508	Fica	small molecule		other	unknown	9606
DB03385	CA2	Carbonic anhydrase 2	HGNC:1373	4-Methylimidazole	small molecule		other	unknown	9606
DB03385	CA5A	Carbonic anhydrase 5A, mitochondrial	HGNC:1377	4-Methylimidazole	small molecule		other	unknown	9606
DB03385	MB	Myoglobin	HGNC:6915	4-Methylimidazole	small molecule		other	unknown	9606
DB03389	LCT	Lactase-phlorizin hydrolase	HGNC:6530	alpha-D-Xylopyranose	small molecule		other	unknown	9606
DB03390	ACPP	Prostatic acid phosphatase	HGNC:125	N-Propyl-Tartramic Acid	small molecule		other	unknown	9606
DB03392	PYGM	Glycogen phosphorylase, muscle form	HGNC:9726	(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester	small molecule		other	unknown	9606
DB03393	PPIA	Peptidyl-prolyl cis-trans isomerase A	HGNC:9253	(3s,6s,9r,10r,11s,12s,13e,15e,18s,21s)-18-{(1e,3e,7s,8s)-9-[(2s,3r,4s,5s,6r,9s,11s)-9-Ethyl-4-Hydroxy-3,5,11-Trimethyl-8-Oxo-1-Oxa-7-Azaspiro[5.5]Undec-2-Yl]-8-Hydroxy-1,7-Dimethylnona-1,3-Dienyl}-10,12-Dihydroxy-3-(3-Hydroxybenzyl)-6-Isopropyl-11-Methyl-	small molecule		other	unknown	9606
DB03395	REN	Renin	HGNC:9958	Enalkiren	small molecule	inhibitor	negaive	unknown	9606
DB03396	METAP2	Methionine aminopeptidase 2	HGNC:16672	(E)-(2r,3r,4s,5r)-3,4,5-Trihydroxy-2-Methoxy-8,8-Dimethyl-Non-6-Enoic Acid ((3s,6r)-6-Hydroxy-2-Oxo-Azepan-3-Yl)-Amide	small molecule		other	unknown	9606
DB03397	EXTL2	Exostosin-like 2	HGNC:3516	Uridine-Diphosphate-N-Acetylglucosamine	small molecule		other	unknown	9606
DB03397	GALE	UDP-glucose 4-epimerase	HGNC:4116	Uridine-Diphosphate-N-Acetylglucosamine	small molecule		other	unknown	9606
DB03397	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	HGNC:7044	Uridine-Diphosphate-N-Acetylglucosamine	small molecule		other	unknown	9606
DB03397	UAP1	UDP-N-acetylhexosamine pyrophosphorylase	HGNC:12457	Uridine-Diphosphate-N-Acetylglucosamine	small molecule		other	unknown	9606
DB03399	MB	Myoglobin	HGNC:6915	Ethyl Isocyanide	small molecule		other	unknown	9606
DB03401	CYTH2	Cytohesin-2	HGNC:9502	1D-myo-inositol 1,4,5-trisphosphate	small molecule		other	unknown	9606
DB03401	EPN1	Epsin-1	HGNC:21604	1D-myo-inositol 1,4,5-trisphosphate	small molecule		other	unknown	9606
DB03401	ITPKA	Inositol-trisphosphate 3-kinase A	HGNC:6178	1D-myo-inositol 1,4,5-trisphosphate	small molecule		other	unknown	9606
DB03401	ITPR1	Inositol 1,4,5-trisphosphate receptor type 1	HGNC:6180	1D-myo-inositol 1,4,5-trisphosphate	small molecule		other	unknown	9606
DB03401	PLCD1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1	HGNC:9060	1D-myo-inositol 1,4,5-trisphosphate	small molecule		other	unknown	9606
DB03401	RDX	Radixin	HGNC:9944	1D-myo-inositol 1,4,5-trisphosphate	small molecule		other	unknown	9606
DB03401	SPTBN1	Spectrin beta chain, non-erythrocytic 1	HGNC:11275	1D-myo-inositol 1,4,5-trisphosphate	small molecule		other	unknown	9606
DB03403	CMPK1	UMP-CMP kinase	HGNC:18170	Cytidine-5'-Monophosphate	small molecule		other	unknown	9606
DB03403	UCK2	Uridine-cytidine kinase 2	HGNC:12562	Cytidine-5'-Monophosphate	small molecule		other	unknown	9606
DB03405	CTSK	Cathepsin K	HGNC:2536	1-[N[(Phenylmethoxy)Carbonyl]-L-Leucyl-4-[[N/N-[(Phenylmethoxy)Carbonyl]-/Nl-Leucyl]Amino]-3-Pyrrolidinone/N	small molecule		other	unknown	9606
DB03408	GSS	Glutathione synthetase	HGNC:4624	gamma-Glutamylcysteine	small molecule		other	unknown	9606
DB03413	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	HGNC:3078	Deoxyuridine-5'-Diphosphate	small molecule		other	unknown	9606
DB03414	MAN2A1	Alpha-mannosidase 2	HGNC:6824	5-Thio-a/B-D-Mannopyranosylamine	small molecule		other	unknown	9606
DB03415	ACADM	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	HGNC:89	3-Thiaoctanoyl-Coenzyme A	small molecule		other	unknown	9606
DB03417	PRSS1	Trypsin-1	HGNC:9475	1-(4-Tert-Butylcarbamoyl-Piperazine-1-Carbonyl)-3-(3-Guanidino-Propyl)-4-Oxo-Azetidine-2-Carboxylic Acid	small molecule		other	unknown	9606
DB03419	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]	HGNC:3012	Uracil	small molecule		other	unknown	9606
DB03419	UCKL1	Uridine-cytidine kinase-like 1	HGNC:15938	Uracil	small molecule		other	unknown	9606
DB03424	LTA4H	Leukotriene A-4 hydrolase	HGNC:6710	Ubenimex	small molecule		other	unknown	9606
DB03425	GRIK2	Glutamate receptor ionotropic, kainate 2	HGNC:4580	2s,4r-4-Methylglutamate	small molecule		other	unknown	9606
DB03428	CDK1	Cyclin-dependent kinase 1	HGNC:1722	SU9516	small molecule	binder	other	unknown	9606
DB03428	CDK2	Cyclin-dependent kinase 2	HGNC:1771	SU9516	small molecule	inhibitor	negaive	unknown	9606
DB03428	CDK5	Cyclin-dependent-like kinase 5	HGNC:1774	SU9516	small molecule	inhibitor	negaive	unknown	9606
DB03429	SLC25A4	ADP/ATP translocase 1	HGNC:10990	Cardiolipin	small molecule		other	unknown	9606
DB03430	LCTL	Lactase-like protein	HGNC:15583	(2s)-Hydroxy(4-Hydroxyphenyl)Ethanenitrile	small molecule		other	unknown	9606
DB03434	GNLY	Granulysin	HGNC:4414	3[N-Morpholino]Propane Sulfonic Acid	small molecule		other	unknown	9606
DB03435	ABO	Histo-blood group ABO system transferase	HGNC:79	Uridine-5'-Diphosphate	small molecule		other	unknown	9606
DB03435	B3GAT1	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1	HGNC:921	Uridine-5'-Diphosphate	small molecule		other	unknown	9606
DB03435	B3GAT3	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3	HGNC:923	Uridine-5'-Diphosphate	small molecule		other	unknown	9606
DB03435	CMPK1	UMP-CMP kinase	HGNC:18170	Uridine-5'-Diphosphate	small molecule		other	unknown	9606
DB03435	EXTL2	Exostosin-like 2	HGNC:3516	Uridine-5'-Diphosphate	small molecule		other	unknown	9606
DB03435	GLT6D1	Glycosyltransferase 6 domain-containing protein 1	HGNC:23671	Uridine-5'-Diphosphate	small molecule		other	unknown	9606
DB03435	GYG1	Glycogenin-1	HGNC:4699	Uridine-5'-Diphosphate	small molecule		other	unknown	9606
DB03439	AMY1A	Alpha-amylase 1	HGNC:474	4,6-dideoxy-4-amino-alpha-D-glucose	small molecule		other	unknown	9606
DB03439	AMY2A	Pancreatic alpha-amylase	HGNC:477	4,6-dideoxy-4-amino-alpha-D-glucose	small molecule		other	unknown	9606
DB03441	CPA1	Carboxypeptidase A1	HGNC:2296	2-Benzyl-3-Iodopropanoic Acid	small molecule		other	unknown	9606
DB03442	ATIC	Bifunctional purine biosynthesis protein PURH	HGNC:794	2-[5-Hydroxy-3-Methyl-1-(2-Methyl-4-Sulfo-Phenyl)-1h-Pyrazol-4-Ylazo]-4-Sulfo-Benzoic Acid	small molecule		other	unknown	9606
DB03443	PRSS1	Trypsin-1	HGNC:9475	Bis(5-Amidino-Benzimidazolyl)Methanone Zinc	small molecule		other	unknown	9606
DB03444	GSK3B	Glycogen synthase kinase-3 beta	HGNC:4617	(3e)-6'-Bromo-2,3'-Biindole-2',3(1h,1'h)-Dione 3-Oxime	small molecule		other	unknown	9606
DB03447	RNASE1	Ribonuclease pancreatic	HGNC:10044	Uridylyl-2'-5'-Phospho-Adenosine	small molecule		other	unknown	9606
DB03448	RNASE1	Ribonuclease pancreatic	HGNC:10044	2'-Deoxyuridine 3'-Monophosphate	small molecule		other	unknown	9606
DB03448	RNASE4	Ribonuclease 4	HGNC:10047	2'-Deoxyuridine 3'-Monophosphate	small molecule		other	unknown	9606
DB03449	NOS1	Nitric oxide synthase, brain	HGNC:7872	N-(4-(2-((3-Chlorophenylmethyl)Amino)Ethyl)Phenyl)-2-Thiophecarboxamidine	small molecule		other	unknown	9606
DB03449	NOS2	Nitric oxide synthase, inducible	HGNC:7873	N-(4-(2-((3-Chlorophenylmethyl)Amino)Ethyl)Phenyl)-2-Thiophecarboxamidine	small molecule		other	unknown	9606
DB03451	VDR	Vitamin D3 receptor	HGNC:12679	1-alpha, 25-dihydroxyl-20-epi-22-oxa-24, 26 ,27-trihomovitamin D3	small molecule		other	unknown	9606
DB03453	IL2	Interleukin-2	HGNC:6001	(R)—N[2-[1-(aminoiminomethyl)-3-piperidinyl]-1-oxoethyl]-4-(phenylethynyl)-l-phenylalanine methylester	small molecule		other	unknown	9606
DB03455	IL2	Interleukin-2	HGNC:6001	(1H-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid	small molecule		other	unknown	9606
DB03456	CTSK	Cathepsin K	HGNC:2536	N2-[(benzyloxy)carbonyl]-n1-[(3S)-1-cyanopyrrolidin-3-yl]-l-leucinamide	small molecule		other	unknown	9606
DB03459	CAD	CAD protein	HGNC:1424	Sparfosic acid	small molecule		other	unknown	9606
DB03461	ADH1B	Alcohol dehydrogenase 1B	HGNC:250	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	AKR1A1	Alcohol dehydrogenase [NADP(+)]	HGNC:380	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	AKR1B1	Aldose reductase	HGNC:381	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	AKR1B10	Aldo-keto reductase family 1 member B10	HGNC:382	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	AKR1C1	Aldo-keto reductase family 1 member C1	HGNC:384	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	AKR1C2	Aldo-keto reductase family 1 member C2	HGNC:385	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	AKR1C3	Aldo-keto reductase family 1 member C3	HGNC:386	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	BLVRB	Flavin reductase (NADPH)	HGNC:1063	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	CRYZ	Quinone oxidoreductase	HGNC:2419	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	DCXR	L-xylulose reductase	HGNC:18985	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	DECR1	2,4-dienoyl-CoA reductase, mitochondrial	HGNC:2753	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	DHFR	Dihydrofolate reductase	HGNC:2861	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	DHRS11	Dehydrogenase/reductase SDR family member 11	HGNC:28639	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	DHRS4L1	Putative dehydrogenase/reductase SDR family member 4-like 1	HGNC:19732	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	FDXR	NADPH:adrenodoxin oxidoreductase, mitochondrial	HGNC:3642	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	G6PD	Glucose-6-phosphate 1-dehydrogenase	HGNC:4057	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	HMGCR	3-hydroxy-3-methylglutaryl-coenzyme A reductase	HGNC:5006	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	HSD11B1	Corticosteroid 11-beta-dehydrogenase isozyme 1	HGNC:5208	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	HSD17B1	Estradiol 17-beta-dehydrogenase 1	HGNC:5210	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	HSD17B8	Estradiol 17-beta-dehydrogenase 8	HGNC:3554	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	HGNC:5382	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	MDH1	Malate dehydrogenase, cytoplasmic	HGNC:6970	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	ME1	NADP-dependent malic enzyme	HGNC:6983	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic	HGNC:7432	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	NNT	NAD(P) transhydrogenase, mitochondrial	HGNC:7863	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	NOS1	Nitric oxide synthase, brain	HGNC:7872	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	POR	NADPH--cytochrome P450 reductase	HGNC:9208	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	PTGR1	Prostaglandin reductase 1	HGNC:18429	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03461	SPR	Sepiapterin reductase	HGNC:11257	2'-Monophosphoadenosine 5'-Diphosphoribose	small molecule		other	unknown	9606
DB03466	RARG	Retinoic acid receptor gamma	HGNC:9866	BMS184394	small molecule		other	unknown	9606
DB03467	AKR1C1	Aldo-keto reductase family 1 member C1	HGNC:384	Naringenin	small molecule	antagonist	negaive	unknown	9606
DB03467	CYP19A1	Aromatase	HGNC:2594	Naringenin	small molecule	inhibitor	negaive	unknown	9606
DB03467	CYP1B1	Cytochrome P450 1B1	HGNC:2597	Naringenin	small molecule		other	unknown	9606
DB03467	ESR1	Estrogen receptor	HGNC:3467	Naringenin	small molecule		other	unknown	9606
DB03467	ESR2	Estrogen receptor beta	HGNC:3468	Naringenin	small molecule	partial agonist	other	unknown	9606
DB03467	KANSL3	KAT8 regulatory NSL complex subunit 3	HGNC:25473	Naringenin	small molecule		other	unknown	9606
DB03467	SHBG	Sex hormone-binding globulin	HGNC:10839	Naringenin	small molecule		other	unknown	9606
DB03468	PNMT	Phenylethanolamine N-methyltransferase	HGNC:9160	1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide	small molecule		other	unknown	9606
DB03471	PLA2G2A	Phospholipase A2, membrane associated	HGNC:9031	6-Phenyl-4(R)-(7-Phenyl-Heptanoylamino)-Hexanoic Acid	small molecule		other	unknown	9606
DB03476	PLAU	Urokinase-type plasminogen activator	HGNC:9052	Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine	small molecule		other	unknown	9606
DB03477	PTGS2	Prostaglandin G/H synthase 2	HGNC:9605	1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole	small molecule		other	unknown	9606
DB03478	SIRT5	NAD-dependent protein deacylase sirtuin-5, mitochondrial	HGNC:14933	2'-O-Acetyl Adenosine-5-Diphosphoribose	small molecule		other	unknown	9606
DB03479	PYGM	Glycogen phosphorylase, muscle form	HGNC:9726	8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione	small molecule		other	unknown	9606
DB03480	DHODH	Dihydroorotate dehydrogenase (quinone), mitochondrial	HGNC:2867	Brequinar Analog	small molecule		other	unknown	9606
DB03483	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	HGNC:9642	4-Benzoylamino-4-{1-{1-Carbamoyl-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-Butyric Acid	small molecule		other	unknown	9606
DB03484	ANXA5	Annexin A5	HGNC:543	L-Alpha-Glycerophosphorylethanolamine	small molecule		other	unknown	9606
DB03485	LTF	Lactotransferrin	HGNC:6720	Alpha-D-Fucose	small molecule		other	unknown	9606
DB03486	CANT1	Soluble calcium-activated nucleotidase 1	HGNC:19721	Phosphomethylphosphonic Acid Guanosyl Ester	small molecule		other	unknown	9606
DB03487	LYZ	Lysozyme C	HGNC:6740	3-Aminosuccinimide	small molecule		other	unknown	9606
DB03490	CDK2	Cyclin-dependent kinase 2	HGNC:1771	3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole	small molecule		other	unknown	9606
DB03491	NME1	Nucleoside diphosphate kinase A	HGNC:7849	2'-Deoxyguanosine-5'-Diphosphate	small molecule		other	unknown	9606
DB03495	AMY2A	Pancreatic alpha-amylase	HGNC:477	4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose	small molecule		other	unknown	9606
DB03496	CDK1	Cyclin-dependent kinase 1	HGNC:1722	Alvocidib	small molecule		other	unknown	9606
DB03496	CDK2	Cyclin-dependent kinase 2	HGNC:1771	Alvocidib	small molecule	inhibitor	negaive	unknown	9606
DB03496	CDK4	Cyclin-dependent kinase 4	HGNC:1773	Alvocidib	small molecule		other	unknown	9606
DB03496	CDK5	Cyclin-dependent-like kinase 5	HGNC:1774	Alvocidib	small molecule		other	unknown	9606
DB03496	CDK6	Cyclin-dependent kinase 6	HGNC:1777	Alvocidib	small molecule		other	unknown	9606
DB03496	CDK7	Cyclin-dependent kinase 7	HGNC:1778	Alvocidib	small molecule		other	unknown	9606
DB03496	CDK8	Cyclin-dependent kinase 8	HGNC:1779	Alvocidib	small molecule		other	unknown	9606
DB03496	CDK9	Cyclin-dependent kinase 9	HGNC:1780	Alvocidib	small molecule		other	unknown	9606
DB03496	EGFR	Epidermal growth factor receptor	HGNC:3236	Alvocidib	small molecule		other	unknown	9606
DB03496	PYGB	Glycogen phosphorylase, brain form	HGNC:9723	Alvocidib	small molecule		other	unknown	9606
DB03496	PYGL	Glycogen phosphorylase, liver form	HGNC:9725	Alvocidib	small molecule		other	unknown	9606
DB03496	PYGM	Glycogen phosphorylase, muscle form	HGNC:9726	Alvocidib	small molecule		other	unknown	9606
DB03499	CS	Citrate synthase, mitochondrial	HGNC:2422	Malate Ion	small molecule		other	unknown	9606
DB03499	ME2	NAD-dependent malic enzyme, mitochondrial	HGNC:6984	Malate Ion	small molecule		other	unknown	9606
DB03501	ABO	Histo-blood group ABO system transferase	HGNC:79	Galactose-uridine-5'-diphosphate	small molecule		other	unknown	9606
DB03501	B4GALT1	Beta-1,4-galactosyltransferase 1	HGNC:924	Galactose-uridine-5'-diphosphate	small molecule		other	unknown	9606
DB03501	GALE	UDP-glucose 4-epimerase	HGNC:4116	Galactose-uridine-5'-diphosphate	small molecule		other	unknown	9606
DB03504	HSP90AA1	Heat shock protein HSP 90-alpha	HGNC:5253	9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine	small molecule		other	unknown	9606
DB03506	APRT	Adenine phosphoribosyltransferase	HGNC:626	9-Deazaadenine	small molecule		other	unknown	9606
DB03507	TNFRSF1A	Tumor necrosis factor receptor superfamily member 1A	HGNC:11916	6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One	small molecule		other	unknown	9606
DB03509	PARP1	Poly [ADP-ribose] polymerase 1	HGNC:270	2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide	small molecule		other	unknown	9606
DB03510	ADSSL1	Adenylosuccinate synthetase isozyme 1	HGNC:20093	6-O-Phosphoryl Inosine Monophosphate	small molecule		other	unknown	9606
DB03512	RNASE1	Ribonuclease pancreatic	HGNC:10044	Uridine-2',3'-Vanadate	small molecule		other	unknown	9606
DB03516	AOX1	Aldehyde oxidase	HGNC:553	Eniluracil	small molecule		other	unknown	9606
DB03516	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]	HGNC:3012	Eniluracil	small molecule		other	unknown	9606
DB03516	XDH	Xanthine dehydrogenase/oxidase	HGNC:12805	Eniluracil	small molecule	inhibitor	negaive	unknown	9606
DB03523	DHODH	Dihydroorotate dehydrogenase (quinone), mitochondrial	HGNC:2867	Brequinar	small molecule		other	unknown	9606
DB03525	SRC	Proto-oncogene tyrosine-protein kinase Src	HGNC:11283	RU79073	small molecule		other	unknown	9606
DB03526	CA2	Carbonic anhydrase 2	HGNC:1373	AL5927	small molecule		other	unknown	9606
DB03531	DAO	D-amino-acid oxidase	HGNC:2671	Flavin-Adenine Dinucleotide-N5-Isobutyl Ketone	small molecule		other	unknown	9606
DB03535	PREP	Prolyl endopeptidase	HGNC:9358	Z-Pro-Prolinal	small molecule		other	unknown	9606
DB03536	CTSF	Cathepsin F	HGNC:2531	Benzoyl-Arginine-Alanine-Methyl Ketone	small molecule		other	unknown	9606
DB03539	CHIT1	Chitotriosidase-1	HGNC:1936	2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose	small molecule		other	unknown	9606
DB03541	DHRS4L1	Putative dehydrogenase/reductase SDR family member 4-like 1	HGNC:19732	10-Propargyl-5,8-Dideazafolic Acid	small molecule		other	unknown	9606
DB03541	NQO2	Ribosyldihydronicotinamide dehydrogenase [quinone]	HGNC:7856	10-Propargyl-5,8-Dideazafolic Acid	small molecule		other	unknown	9606
DB03541	TYMS	Thymidylate synthase	HGNC:12441	10-Propargyl-5,8-Dideazafolic Acid	small molecule		other	unknown	9606
DB03542	IMPA1	Inositol monophosphatase 1	HGNC:6050	L-Myo-Inositol-1-Phosphate	small molecule		other	unknown	9606
DB03546	GART	Trifunctional purine biosynthetic protein adenosine-3	HGNC:4163	10-CF3C(OH)2-DDACTHF	small molecule		other	unknown	9606
DB03551	PNP	Purine nucleoside phosphorylase	HGNC:7892	4'-Deaza-1'-Aza-2'-Deoxy-1'-(9-Methylene)-Immucillin-H, (3r,4r)-N-[9-Deazahypoxanthin-9-Yl)Methyl]-4-Hydroxymethyl-Pyrrolidin-3-Ol	small molecule		other	unknown	9606
DB03552	TH	Tyrosine 3-monooxygenase	HGNC:11782	3-Tyrosine	small molecule		other	unknown	9606
DB03554	DPYD	Dihydropyrimidine dehydrogenase [NADP(+)]	HGNC:3012	5-Iodouracil	small molecule		other	unknown	9606
DB03555	PRSS1	Trypsin-1	HGNC:9475	CRA_11092	small molecule		other	unknown	9606
DB03556	CBR1	Carbonyl reductase [NADPH] 1	HGNC:1548	2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400	small molecule		other	unknown	9606
DB03557	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	HGNC:9642	N-{1-[5-(1-Carbamoyl-2-Mercapto-Ethylcarbamoyl)-Pentylcarbamoyl]-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethyl}-3-{2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Acetylamino}-Succinamic Acid	small molecule		other	unknown	9606
